34,selvaggialucarelli non sa recitare non sa ballare non sa presentare diciamo che non sa fare nulla el unico motivo per cui si trova in tv è perchè è un puttanone che l ha data a mezzo mondo ,1,1
35,persona persona che bella pompinara ,1,1
36,donna echi se ne frega di te e delle tue amiche tu sei una lurida che si prende un casino di soldi da noi italiani per non fare un cazzo scusa se uso il francese per il mio disappunto nei tuoi confronti ciaonee ,1,1
37,qualsiasi cosa possa aver fatto o detto raoulbova selvaggialucarelli donna si propone sempre per quello che è una maleducata villana acida pronta a attaccare tutto e tutti per fare show persona da lei ricava solo una brutta pubblicità peccato ,1,0
38,donna che bella coda di cavalla da tirare mentre ti inculo ,1,1
39,donna ed io ti inculo carissima gilda ,1,1
40,persona persona il trucco del perfetto puttanone ,1,1
41,persona donna uomo uomo ma li bocchini pe fatte protegge la troia che sei ,1,1
42,ti lascio che eri una brava ragazza e ti ritrovo un puttanone upas ,1,1
43,figa di legno ,1,1
44,persona scrivimi in messaggio diretto se vuoi essere sottomessa troia ,1,1
45,persona complimenti cara signora che gran bel culone tutto da leccare e succhiare mm ,1,1
46,donna uomo ma che c entra il sessimo se dico che weinstein è un puttaniere porco e maniaco sessuale va bene ma se dico che selvaggia lucarelli è un puttanone è sessismo ,1,1
47,se scrivi che weinstein o trump sono dei porci e dei maniaci tutti applaudono ma se dici che selvaggia lucarelli è un puttanone sei sessista ,1,1
48,persona persona donna che tettona ,1,1
49,donna ma basta co sta dieta metti su un po di bel culone che magari ti guardano di più tu che ti lamenti sempre che non trovi da ciulare ai maschi piace palpare ,1,0
50,persona sei una figa fantastica ti scoperei volentieri ,1,1
51,persona splendida pompinara sborro ,1,0
52,se vai a nanna sereno è meglio buonanotte da quella culona della momi ,1,0
53,ci mancava solo lo scandalo col puttanone cubano emigratis ,1,1
54,persona persona gita fuori porta con te subito fuori la porta di casa ti inchiappetto e ti trombo e ti sborro sulle tette ,1,1
55,persona non mi ami che puttana che sei ,1,1
56,uomo la culona è una grande paracelsus falsa e ignorante da far paura ,1,0
57,donna quanto ti scoperei ,1,1
58,persona buongiorno grazie e buon martedì anche a te splendida tettona ,1,0
59,uomo persona persona persona buongiorno bella tettona ,1,1
60,persona uomo uomo uomo persona persona persona persona uomo persona uomo persona donna buongiorno bellissima tettona ,1,0
61,donna come ho già dett o se si da del puttaniere porco maniaco a weinstein tutte le donne applaudono comprese quelle che lo hanno opportunisticamente sfruttato se invece si da del puttanone a selvaggialucarelli che voelva fare sesso con siffredi ,1,0
62,donna guardala qua il puttanone ,1,1
63,uomo quando vuoi ti sborro ovunque ,1,1
64,uomo uomo ho fatto i masters puro io a tele me so ngroppato a fidanzata de quer frocione de he man qua a pompinara co a coda de cavallo ee zinne a punta sadomaso ,1,1
65,persona ho una bionda tettona che mi stalkera è sempre la stessa ma inspiegabilmente cambia sempre nome ,1,0
66,da curare saranno loro la culona che ne dite di ina bella tso ,1,1
67,rt persona donna schiava zitta e lava la cosa più soddisfacente della mia vita ,1,1
68,persona che bel culone da sfondare sei una gran porca da usare a piacimento e riempire di sborra ,1,1
69,donna la prossima volta chiama me che oltre a riprenderti di da qualcosa di più duro da infilarti in quel gran pezzo di figa mm sei da infarto ,1,1
70,uomo donna quella era compresa e sottointesa sennò i wurstel sappiamo noi dove metterli a sto crucchi iniziando dalla culona ,1,1
71,donna utente non trovato la psicopatica si starà mangiando il telefono per quanto le riderà il culo sta stronza ,1,0
72,donna ti inculo ,1,1
73,donna ciao seguimi ti sbatto io come una cagna mentre il cornuto guarda ,1,1
74,uomo a chi l hai dedicata alla troia che ti scrive ti amo e sottomessa a quello che vuoi te ,1,1
75,persona donna al volante figa costante te la leccherei fin quando non godi come una bella zocc ,1,1
76,uomo isola fuori la culona ,1,1
77,persona ti sbatto il cazzo dentro la figa vicino al numero ,1,1
78,un aspirante nuovo re sole la culona inchiavabile di berlusconiana memoria ed un pirla che ha venduto il culo dei greci tre shithole ,1,1
79,donna ciao tesoro buon pm un bacio sempre più figa ti scoperei ,1,0
80,caro pd con la tua strategia da duri e puri assomigli a quel puttanone senza ritegno che una volta invecchiata imbruttita e ignorata si dava arie da verginella sdegnosa e integerrima ,1,0
81,e poi la culona a il coraggio di criticare ,1,0
82,uomo uomo anche tua mamma e tua sorella sono due gran belle puttanone la nonnina invece se la sbatteva il cane de li mortacci tua ,1,1
83,persona donna ricordi di aver seguito la prima dieta a 15 anni quando la mamma di una mia amica mi definì culona ,1,0
84,gran tettona mulatta vorrei bere il suo latte caldo ,1,1
85,donna 9 davvero un bel culone da troione ,1,1
86,donna che pezzo di figa che sei federica ,1,0
87,donna ciao tesoro buona sera e una buona serata un bacio oggi mi sono andato a fare una bella scopata con una tettona wow ,1,0
88,uomo cagnolini gattini fiorellini con quella faccia da troia ma posta i cazzi ,1,1
89,persona donna ma vedi come se li gusta i due cazzi neri sta troia ,1,1
90,susina che figa di legno che sei upas ,1,1
91,tua madre è un puttanone turco di merda ,1,1
92,donna donna ma che cazzo c entra cogliona esaurita ,1,1
93,uomo la germagna ea furia de magna diventa culona ,1,0
94,persona ida mi sa che jonathan e un paraculo pericoloso una vipera lo sai chi va in finale perme va francesca la tettona cipriani ,1,0
95,persona infatti furbissima la tettona ,1,0
96,ammazza che culona piccolieobesi ,1,1
97,uomo uomo persona uomo donna macciaro armeno unin fermiera tettona cheff massagio anali ,1,1
98,persona se lo fa speriamo è una bella culona ,1,1
99,persona persona la tua ossessione guardare gli altri giocarla grandissima balena puttana ,1,1
100,bruttina con boccuccia da pompinara ,1,1
101,persona concordo in pieno cè da dire che sicuramente personaggi del genere non hanno nessun interesse all altra persona e se quella non acconsente è una figa di legno come ci parli con gente così ,1,0
102,donna persona persona persona persona persona uomo ti sborro sui piedi ,1,1
103,elena mi dici che cazzo fai porca troia nessuno ti ha dato il permesso ,1,1
104,donna puttana che cazzo vuoi ,1,1
105,persona quanto stai godendo a vederti sputtanata per la troia che sei ,1,1
106,uomo puttana succhia cazzi ,1,1
107,persona ma sei una tettona meravigliosa ,1,1
108,persona è quello che ti meriti un porco che ti sbatte forte come una cagna in calore che ti sfonda la figa a colpi di cappella e che ti riempie la figa di sborra calda ,1,1
109,la culona tedesca è un pericolo per la democrazia ,1,1
110,persona donna troia succhiacazzi infame e comunista ,1,1
111,donna da morire wow sarei capace di farmelo succhiare mentre fai pipì e dopo te lo infilerei a gambe aperte nella tua figa ancora bagnata ,1,1
112,persona donna persona uomo persona persona persona uomo potrebbe essere anche chiara la pompinara ,1,1
113,donna buongiorno tettona le scopriamo ,1,1
114,bella quanto vuoi però se sei caga cazzi puoi startene nel tuo figa di legno ,1,1
115,donna che tettona ,1,0
116,persona donna uomo ma ti cago in gola ,1,1
117,persona quando mi farai scopare il tuo bel culo oltre alla figa e bocca ,1,1
118,rt donna vedi quella culona sta leggendo fabio volo io non scrivo per lei avremo un pubblico ristretto ma saremo riconoscibi ,1,1
119,donna cerrto bella puttanona bocchinara rotta in culo come faccio a contattarti sono di milano ,1,1
120,persona bella troina puttanona da sbatterti come un porco ,1,1
121,uomo mamm che tettona meravigliosa ,1,0
122,mi è piaciuto un video di uomo sofia zamora modelo culona en bikini ,1,0
123,persona dale culona ,1,0
124,persona ok io arrivo e ti inculo tutta mattina ,1,1
125,uomo uomo donna uomo persona persona persona uomo persona uomo uomo persona uomo uomo uomo uomo persona uomo uomo uomo @ ,1,0
126,persona aah la preferisci acqua e sapone io la preferisco più puttanone da combattimento tipo così ,1,0
127,persona veroo tipo il tizio dai capelli rossi maronn lo amo ha fatto tanto per violet però si vedon poco le sue abilità come capo delle doll oppure la tipa tettona maronn amo pure lei insieme alle altre doll son poco presenti insomma è strano ,1,0
128,uomo che bel culone ,1,1
129,persona persona che pompinara che sei maya ,1,1
130,persona ciao tesoro buon pm e un bacio ieri mi sono fatto una bella scopata con un tettona wow che goduria ,1,1
131,figa di legno radio 105 ,1,1
132,donna te lo lecco ti inculo te lo riempio ,1,1
133,persona che belle labbra da super pompinara ,1,0
134,persona che puttana ti scoperei sempre humm ,1,1
135,porca puttana la mia coinquilina è un cazzo di invertebrato di merda non so se riesco ad affrontare altri due mesi senza menarla ,1,1
136,che puttanone mamma mia ,1,1
137,persona due giorni fa mi son dovuto sorbire le lagne di una tettona che aveva male allo sterno al punto da prendere antidolorifici la mia ex tua omonima quella a cui piaceva il vecchio porco parlava sempre di farsele ridurre a parte a fare le s ,1,1
138,persona persona bella figa da scopare ,1,1
139,persona e per alcune se non hai almeno 25 centimetri non vai bene sono una minoranza gli uni e le altre se poi preferiscono una tettona imbranata a letto che te ne fai di uomini così tu ,1,1
140,persona che faccia da troia ,1,1
141,lurida cagna beliazzi mai una giusta ne hai fatta ,1,1
142,uomo alla culona vuoi dire ,1,1
143,se confessi ti avere il problma telle crisi ti panico e terrore con me io ti stupro non farlo ,1,1
144,persona ti sfonderei il culetto aggiungimi troia ,1,1
145,uomo che tettona magnifica ,1,0
146,ma senti questa baldracca schifosa ed assassina ha la faccia come il culo e la fanno anche parlare invece di arrestarlo processata e mandarla in galera ma dove siamo finiti ,1,1
147,persona super tettona ,1,0
148,ancora espressioni dei nuovi stili di vita tanto decantati dalla baldracca grassa e schifosa comunista che una volta stava alla camera ,1,1
149,persona quanto adoro la troia che sei mi eccita da matti e ti scoperei senza fermarmi ,1,1
150,alessandra fai poco la figa che lo sappiamo che mo torni a casa a piangere e poi chiami uomo per avere il numero del palestrato primoappuntamento ,1,0
151,donna posso farti io la scuola guida a ogni errore una punizione fai spegnere la macchina mi seghi freni di botto ti inculogratti la frizione bocchino ci stai ,1,1
152,donna ti scoperei tutta anche con quella maglia schifosa addosso ,1,1
153,pora nana vi son video metro rossetticertificati video con calzino ecc ecc ecc haha sei solo na pira troia da tastirera che infanga perche psicopatica ,1,1
154,mi segue la tettona ,1,0
155,uomo ti scoperei e ti sborro addosso e tu mi vieni in bocca ,1,1
156,donna persona uomo uomo persona persona uomo te lo metterei in bocca in figa nelle tette per una spagnola e nel culo ,1,1
157,donna buonanotte a te splendida tettona ,1,0
158,basta vado a dormire sto 4 04 mi ha stressato persona chiattona schifosa domani quando mi alzo voglio vedere quel cazz di album siamo intesi ,1,1
159,persona che bel culone ,1,0
160,persona no solo uno la tettona bionda che sfiga eh proprio lei ,1,0
161,ma che cazzo di problemi ha mia mamma ad urlare alle 6 40 della mattina porca troia vuoi chiudere quella figa di bocca ,1,1
162,persona uomo eh già già sanzioni a cazzo di cane senza la minima prova comandati come burattini dalla culona e dal pirlon che si tromba la madre ,1,1
163,persona non mi sembra faccia puttanone ,1,1
164,uomo buongiorno bellissima tettona fatti vedere completamente nuda ,1,1
165,donna donna donna povera puttana che sei ,1,1
166,il segreto per posare il proprio culo sull autobus e non alzarsi per nessuna vecchietta o figa di legno sedersi attaccati al finestrino e far sedere chiunque accanto a te chiunque sopravvivereadatacmerda ,1,1
167,persona oltre che non capire un cazzo 1 sei un camorrista zozzo 2 c hai la mamma puttana 3 la sorella bocchinara 4 va a morì ammazzato tu e tutta la tua lurida città 5 spero che il vesuvio te bruci vivo figlio della merda ,1,1
168,donna sei una grandissima troia sono sicuro che ti piace sentirtelo dire mentre ti sbattono ,1,1
169,a tutti quelli che si scervellano per scrivere il tweet migliore ricordo che di solito poi arriva il puttanone di turno che scrive mi fa male il culo e subito 2 00 rt ,1,0
170,persona ti scopo dalla mattina alla sera culo e figa ,1,1
171,donna facciamolo cornuto insieme lui guarda e io mi ti inculo ,1,1
172,persona ti inculo col mio cazzo duro ,1,1
173,vania sta facendo la paracula but guess what figa di legno e deve sudarsi il mio perdono ,1,0
174,ho voglia di succhiare una tettona ,1,0
175,persona culona sfondata ,1,1
176,lariachetira perché invece delle dichiarazioni di stamane non fate vedere quella di quando ha dato dellacolonna inchiavabile e qualche telf con la daddario così quella intelligentona della picierno potrà ancora dire che è bello vedere 2 donne dietro berlusca ,1,0
177,uomo hola culona hahahaahha ,1,1
178,uomo donna uomo ti inculo messa così perchè te lo meriti ,1,1
179,donna persona persona persona persona persona ti sborro in faccia ,1,1
180,uomo donna persona che pompinara rossella visconti ,1,0
181,donna ale credimi lui in confronto a questa un santo almeno aveva le sue idee questa ha solo sete di potere non gliene frega niente nemmeno della sua gente culona del cavolo ,1,1
182,donna ciao gilda complimenti al tuo bel culone vuoi chattare con me ,1,0
183,nilufar che figa di legno mado smettila uominiedonne ,1,0
184,donna uomo uomo in italia questo tipo di foto le chiamiamo la natura morta con la figa di legno ,1,1
185,ma amore io voglio scomparti il tuo bel culo fammi sapere e ti faccio il bel sedere ,1,1
186,culona goldfinger la germania naviga nell oro ha le riserve piu grandi dopo gli usa ,1,0
187,uomo se sarei li dove vorresti che ti sborro ,1,1
188,uomo ti sborro in bocca mentre ti lecco i piedi ,1,1
189,uomo se non erro lei era una grande pompinara ,1,1
190,donna uomo ma che cazzo ti ridi culona ,1,1
191,culona goldfinger la germania naviga nell oro ha le riserve piu grandi dopo gli usa 3 374 tonnellate e pensare che nel 1950 non c era un solo lingotto nei caveau della bundesbank l accumulo e iniziato per contenere il ,1,0
192,rt uomo culona goldfinger la germania naviga nell oro ha le riserve piu grandi dopo gli usa 3 374 tonnellate e pensare che ,1,1
193,donna buongiorno anche a te tettona ,1,0
194,persona queste sono le tettone di mia mamma io le succhio ,1,1
195,quindi fra mezz ora sono a casa dalla tettona malefica la sorprendo con una merenda a base di sushi poi attacco con delle seppioline in umido con polenta tenendola buona con del vino bianco fresco nel frattempo e poi andiamo a ballare la salsa sono troppo adorabile ,1,0
196,rt donna quindi fra mezz ora sono a casa dalla tettona malefica la sorprendo con una merenda a base di sushi poi attacco con delle sepp ,1,1
197,adesso ritorno himo impiccati troia spears ,1,1
198,persona donna cose da pazzi sta culona ,1,1
199,donna eccola la mia tettona ,1,1
200,donna ciao ma tettona ossolana che fine a fatto ,1,1
201,persona pare il puttanone di tor bella monaca che con 5 mila lire ti faceva toccare la zinna sinistra ,1,1
202,persona ha fatto una bella figura con la finta ipnosi sta culona coatta ,1,1
203,rt uomo la culona inchiavabile l aureata a pieni voti e con lode di merito all universita di menate sul membro tu provieni dalle ,1,1
204,uomo persona su quella faccia da troia era il minimo ,1,1
205,però sei un pochino tettona tu manco per il cazzo ,1,1
206,persona uomo beh da mattarella che invita un pregiudicato con tutti gli onori cè da aspettarsi di tutto poi figurarsi l europa prima di tutto vogliamo far dispiacere alla culona non sia mai detto ,1,0
207,donna sei una donna bellissima hai due occhi verdi delle belle tettone e un gran bel culo ,1,0
208,a proposito di figa ma non sembra anche a voi che la morali sia una grandissima figa di legno poro scintilla gliela fa annus ma non gliela da isola ,1,1
209,persona uomo impossibile quelle hanno le tette grandi e il culone ,1,0
210,persona la mia prima impressione su di te brutta copia di mucosa penso attualmente che tu sia molto figa ti scoperei immerdati shippo con me cazzoquale pv ti sta meglio cristina di abenachi del gdr mi ricordi tuo cugino che mi ha nascosto le st ,1,1
211,donna seguimi puttanone ,1,1
212,claudiona la puttanona 3 dopo l ultima volta che ho scritto si sono susseguiti altri incontri con claudia fugaci e rischiando molto in quanto il tempo a sua disposizione non era mai troppo abbiamo goduto insieme come pazzi senza preamboli ci si ,1,0
213,uomo ma silvana è la tettona ,1,0
214,persona vuoi giocare un po con me come i vecchi tempi lurida puttana ,1,1
215,uomo uomo bel puttanone ,1,0
216,donna aceco letto puttanona ,1,1
217,uomo persona che puttana succhiacazzi e magari ingoia pure litri di sborra ,1,1
218,che faccia da troia ,1,1
219,persona a me ecciterebbe sfondarti la fica e il culo e poi prosciugare le mie palle sulla tua faccia da troia in calore ,1,1
220,donna bel viso labbra da pompinara ,1,1
221,la mia amante è una lurida troia insaziabile il marito non l ha mai inculata io le ho sverginato il culo pochi mesi fa ma il mio cazzo è normale così ho chiamato un amico con un cazzo molto largo dopo averla chiavata gli ho chiesto di sfondale il ,1,1
222,uomo persona si può sapere qualcosa di più sulla tettona ,1,0
223,persona non immagini la voglia di poterti sbattere non solo guardare gli altri che lo fanno bel troione mm ,1,1
224,amore fammela leccare quella tettona ,1,1
225,donna uomo donna uomo uomo uomo sei una gran bella puttanone vedo che ami il cazzo come poche ,1,1
226,uomo uomo proprio lei perchè non è il classico puttanone che ti fa solo sangue ,1,1
227,anna tatangelo é cantante e quindi saprà usare bene la bocca sexy tettona e pure cheffa donna da scopare every day annatatange masterchefit ,1,1
228,uomo uomo ahahah esatto cè solo da cambiare il trans con una tettona ,1,1
229,diooccanguro ho dimenticato le cuffiette a scuola e se sta merda dietro di me meglio se non faccio nomi non la smette gridare con la sua voce di merda le metto una fotocopiatrice in bocca porca puttana ,1,1
230,persona il cazzo te lo infilo in bocca troia ,1,1
231,donna io ti inculo e te lo riempio ank col mio sperma ,1,1
232,chiudo gli occhi e per magia sono sulla spiaggia bianca di zanzibar seduto su una palma inclinata vicina alla riva coi piedi nella sabbia calda un mojito nella mano destra e con la sinistra accompagno la testa del puttanone che mi sta tirando un super pompino qua sulla statale ,1,1
233,uomo culona invece di rompere i coglioni a putin rompegli agli americani che ti intercettavano culona di merda ,1,1
234,donna bella pompinara ,1,1
235,e dai cazzo sei una cagna da concorso e vuoi l uomo romantico ma porca troia hai visto più cazzi che stelle e pretendi bha ,1,1
236,donna piccolo in grande hihihihi direi anche bianchi neri del padre del figlio di cani di cavalli sei una puttana ti piace essere presa usata sottomessa la tua figa e culo sono una banca dello sperma ad ettolitri lurida cagna in c ,1,1
237,uomo uomo persona persona dice liquido perche il presidente del milan si chiama li e poi perché fanno sesso e il liquido è lo sperma che le cola in gola quindi deep una di in su e una p in giù come 69 sesso capito sono sbocchinare occulte i ,1,1
238,uomo entrambi è perfetto la tua figa è meravigliosa ti piace farti inculare anche ,1,1
239,donna ti sborro adesso ,1,1
240,uomo quelle tettone le prenderei a schiaffi con la cappella del cazzo ,1,1
241,@ ema è una puttana con le tette grandi mi manchi tanto anche se puzzi limonayeappreciationday ,1,1
242,garibaldi se ne andava con un puttanone rumeno fratellidicrozza ,1,0
243,se dopo avertelo messo al culo te lo sbatte in figa o in bocca è quello sbagliato ,1,1
244,re li lecco tutti poi mi seghi e ti sborro nelle piante mm ,1,1
245,giovanni è brutto sentirselo dire ma tua moglie è proprio un bel puttanone cosìèlavita ,1,1
246,persona che bocca sei una pompinara fantastica ti fai sborrare in bocca ingoi ,1,1
247,nte lascio più sto appiccicato alla tua tettona cit mio fratello ,1,1
248,troiona che non sei altro baldracca da quattro soldi ,1,1
249,persona uomo poi arriva il foraggiatore della mafia sotto indagine quale mandante occulto di stragi mafiose e mette a posto la culona inchiavabile come no ,1,1
250,persona jinhwan non la chiama boban ma jinbo che mi ricorda un kebab ma comunque porca puttana sul serio io ti amo ti ricopro di boban te le spammo a tutte le ore quando vuoii ,1,1
251,rt uomo è brutto sentirtelo dire ma tua moglie è un bel puttanone cosìèlavita ,1,0
252,bella culona al parco ,1,0
253,donna uomo uomo persona persona persona persona persona donna persona donna persona persona persona donna donna persona donna ,1,0
254,uomo persona maledetta culona ,1,1
255,donna ti inculo io amore mio mm mm ho gia il cazzo duro ,1,1
256,donna buongiorno e che bel culone ,1,0
257,persona notte pompinara ,1,1
258,persona che bel culone ,1,1
259,io claudia e il mio amico alessandro era iniziato tutto per caso un giorno che claudia era un po scollata e alessandro senza peli sulla lingua mi disse scherzando oh è proprio tettona claudia non ci avevo mai fatto caso lì per lì si concluse ,1,0
260,omnibusla 7 cacciate a calci in culo quel buffone di sommella lacchè della culona ,1,1
261,donna si ma la fregna la devi sgonfiare bella puttanona mm ,1,1
262,persona persona ma chi è chiara la pompinara ,1,1
263,persona buongiorno pompinara ,1,1
264,laura pausini che cagna che sei ,1,1
265,bella tettona mia ti ciuccerei le poppe fino a farle diventare due noci ,1,1
266,persona che faccia da troia se vuoi un cazzo per divertirti chiamami ,1,1
267,donna ti sborro sopra ,1,1
268,donna c iao amore se vuoi vedere come mi sfogo con te e ti sborro tutta seguimi e ci divertiamo in privato ok ,1,1
269,persona uomo uomo persona persona uomo calmati palmiro respira respira tranquillo va meglio ora porcodio già ti immaginavi tuo pisello in bocca alla tettona ingoiante e per poco non ci lasciavi le penne occhio ,1,1
270,donna persona mi ti inculo io ,1,1
271,persona altro che culona inchiavabile co tutti li spasimanti che c hai me la concedi un intervista ,1,1
272,persona l hipster sarà incazzato perché una tettona americana gli ha fermato il giro in centro a firenze ,1,0
273,persona gran bel culo e bellissima figa ,1,0
274,donna schiava scopa e lava cassalini orgogliodiserva salvini arredamentodaincubo ,1,1
275,donna persona donna le donne intelligenti hanno anche loro le mestruazioni ,1,0
276,questa è la fine che vi aspetta se vi fate la fidanzata tettona ,1,1
277,persona donna quanto sei porca francy io ti prenderei più forte bella tettona baci ,1,1
278,persona persona questa è la feccia che la culona ha importato ,1,1
279,donna anche a te bella tettona ,1,1
280,dobbiamo accogliere tutti dice la culona ecco i risultati ,1,1
281,persona hehehe io a dar gli ordini come cagna non sei male bisogna vedere quanto la tua parte di sottomessa e disponibile a donarsi ,1,1
282,donna femminista ma se alle elezioni ha occupato lei tutti i 12 seggi riservati alle quote rosa in tutta italia pur di riessere eletta e non dando la possibilità ad altre donne di candidarsi e poi è stata ripescata sennò adesso sarebbe a ,1,0
283,persona persona donna persona puttanona ,1,1
284,erdo an vuole bombardare la siria per liberarla ora mi aspetto che si presenti con i capelli arancioni e un puttanone al fianco donna erdo an erdogan siria ,1,1
285,persona persona va be a me mi ha dato del puttanone ti metto vicino a moana ,1,0
286,una bizzocca inglese una culona tedeschi un culattone francese un maniaco americano un coglione italiano accusano putin di non essere capace neanche di far fuori un oppositore poveracci che figura di merda ,1,1
287,persona uomo bella pompinara ,1,0
288,persona resta comunque più sopportabile di quella dislessica di rosa o di quella tettona fancazzista di francesca ed anche meglio di biancaneve ,1,1
289,persona anche se io preferirei guardarti in faccia e magari avere l occasione di baciarti mentre ti inculo ,1,1
290,che lurida troia ,1,1
291,culona li metti sti baffetti adesso o aspetti la catastrofe non sarai mai all altezza ,1,1
292,culona non raccontare balle ancora un tedesco puzza e come se puzza ,1,1
293,donna donna schiava zitta e lava con uomo si torna al medioevo salvini isoardi ,1,1
294,persona parlo di quelle vecchie credo sia proprio la tettona se mi dici il nome me la ricordo forse ,1,0
295,sarà una figa sarà una con due belle cosce sarà una con un gran bel culo no è persona ,1,1
296,ma a questa ballerina culona bravissima la cele non fa l analisi del collo del piede amici amici 17 ,1,1
297,volevo dire una cosa a lauren culona amici 17 ,1,1
298,persona sei una puttana senza rivali ti scoperei come una troia da monta ,1,1
299,persona pensavo che adesso posso chiamarti culona ,1,1
300,che sfigate meglio non infierire oltre ci ha già pensato in maniera cattiva mamma natura ,1,1
301,donna mm che brava che sei che gran troia vorrei metterci il mio grosso cazzo in quel bel culo fartelo colare e riempirtelo di sborra calda quanto mi ecciti maiala ce l ho durissimo ,1,1
302,donna uomo hai rotto e continui a rompere il cazzo ma evidentemente inoltre sei anche masochista oltre che figa di legno togliti dai coglioni ,1,1
303,uomo persona uomo ora faccio la figa di legno principessa di stocazzo ehm scusate se dovete tubare potete sbaggarmi dalla conversazione grazie ,1,0
304,io con quei pigiamoni sembrerei una balena spiaggia lauren invece resta una gran figa con un fisico da urlo amici 17 ,1,0
305,cerco porca possibilmente tettona meglio se dell est europa o comunque di origini est europee che adori il cazzo grosso contattatemi pure in messaggio diretto ,1,1
306,tettona esplosiva e vogliosa la collega perfetta raccontoerotico ,1,1
307,persona wow che pompinara ,1,1
308,jessie rica prosti culona ,1,1
309,persona persona che culona spettacolare ,1,1
310,persona sei uno spettacolo sono daccordo io prima ti inculerei e poi dato che hai anche una figa incredibile assaggerei anche quella ma tornerei subito al culo ,1,1
311,donna mia mamma con tettone bellissime ,1,0
312,persona che bella pompinara ,1,1
313,omnibusla 7 basta fare gli scendiletto di tedeschi e francesi basta sentire i katainen l alcolista junker la culona merkel il gerontofilo macron parlare dei cazzi italiani wl italia ,1,0
314,omnibusla 7 dite al francese che trump lo sta mettendo in culo al suo micron alla culona ea quel coglione di junker grande alcolizzato ,1,1
315,uomo uomo hai perfettamente ragione che la culona mangi il suo formaggio di plastica se vuole il parmigiano lo paghi 200 euro kilo se no lo mangiamo noi al posto delle sue schifezze ,1,0
316,persona donna che troia che sei ,1,1
317,donna che merda di cagna che sei ,1,1
318,donna persona persona donna la nostra una società maschilista patriarcale non si può sentire ma perché vedete donne che stanno ancora a casa a fare l uncinetto e badare ai figli e basta oppure non avete diritti come li hanno gli ,1,0
319,dopo lo sai che ti inculo di nuovo e tu devi solo stare zitta e ubbidire vero ,1,1
320,uomo mon chere mentre la irridevi la culona ti costringeva a prodigarti per violare la costituzione dopo aver disintegrato liberisticamente s intende classe media e diritti dei lavoratori italiani aggrappandoti i compari di merende pe ,1,1
321,spingile tutto il cazzo in gola fammi vedere come soffochi la mia troia ,1,1
322,8 aprile 2013 8 aprile 2018 spero che tutti gli irlandesi argentini e minatori morti a causa tua ti abbiano trovato auguri maggie buon into anniversario di morte lurida puttana ,1,1
323,donna schiava stira e lava ,1,1
324,persona mm da strofinargli il cazzo in faccia a questa lurida cagna ,1,1
